,Id,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
446,447,6,1966,2002,1517,1680,1888,2,6,2,578,190000
447,448,7,1998,1999,930,956,1886,2,9,2,431,199900
448,449,6,1937,1950,780,780,1376,2,7,1,198,119500
449,450,5,1948,2002,649,679,1183,1,6,1,308,120000
450,451,6,1930,2005,813,813,813,1,5,1,270,110000
451,452,7,1975,1975,1533,1533,1533,2,5,2,576,280000
452,453,6,1996,1997,872,888,1756,2,7,2,422,204000
453,454,8,2008,2008,768,786,1590,2,6,2,676,210000
454,455,5,1976,1976,1602,1680,1728,2,8,2,560,188000
455,456,7,1973,1973,1242,1242,1242,1,6,2,528,175500
456,457,5,1925,1950,637,624,1344,1,7,3,513,98000
457,458,5,1954,1994,1364,1663,1663,1,6,2,529,256000
458,459,8,1925,1996,637,833,1666,1,7,1,228,161000
459,460,5,1950,1950,709,979,1203,1,5,1,352,110000
460,461,8,2009,2009,832,832,1935,2,8,2,552,263435
461,462,7,1936,2007,637,575,1135,1,6,2,576,155000
462,463,5,1965,1965,864,864,864,1,5,1,360,62383
463,464,6,1934,1995,715,849,1660,1,6,1,240,188700
464,465,5,1978,1978,1040,1040,1040,2,5,0,0,124000
465,466,7,2004,2004,1375,1414,1414,2,6,2,398,178740
466,467,7,1970,1970,1277,1277,1277,1,5,2,526,167000
467,468,5,1942,1995,728,888,1644,1,7,1,312,146500
468,469,8,2006,2006,1602,1634,1634,2,7,3,757,250000
469,470,6,1993,1993,832,832,1710,2,7,2,506,187000
470,471,8,1985,1985,1488,1502,1502,1,4,2,528,212000
471,472,7,1977,1977,808,1161,1969,2,8,2,534,190000
472,473,6,2005,2005,637,1072,1072,1,5,2,525,148000
473,474,8,2006,2007,1602,1680,1976,2,7,3,757,440000
474,475,8,2000,2000,1494,1652,1652,2,6,2,499,251000
475,476,5,1963,1963,970,970,970,1,5,2,624,132500
476,477,6,1997,1998,1478,1493,1493,2,7,2,508,208900
477,478,9,2006,2006,1602,1680,2158,2,9,3,694,380000
478,479,8,2007,2008,1602,1680,1718,2,7,3,757,297000
479,480,5,1937,2000,907,1131,1131,1,7,2,672,89471
480,481,9,2004,2005,1602,1680,1850,2,8,3,757,326000
481,482,9,2003,2004,1602,1680,1792,2,6,3,757,374000
482,483,7,1925,2005,910,916,1826,1,7,1,164,155000
483,484,6,1998,1998,1216,1216,1216,2,5,2,402,164000
484,485,5,1962,2001,999,999,999,1,6,1,264,132500
485,486,5,1950,2007,1113,1113,1113,1,5,1,264,147000
486,487,5,1965,1965,1073,1073,1073,1,6,2,515,156000
487,488,5,1971,1971,1484,1484,1484,2,7,2,487,175000
488,489,5,1925,1970,954,1680,2158,2,9,2,520,160000
489,490,5,1970,2002,637,630,630,1,3,1,286,86000
490,491,5,1976,1976,637,616,1304,1,4,1,336,115000
491,492,6,1941,1950,806,958,1578,1,5,1,240,133000
492,493,6,2006,2006,728,728,1456,2,8,2,429,172785
493,494,5,1960,1960,1269,1269,1269,1,6,1,308,155000
494,495,5,1938,1996,637,886,886,1,4,1,273,91300
495,496,5,1925,1950,720,720,720,1,4,0,0,34900
496,497,8,1992,1993,1602,1680,2158,3,9,2,546,430000
497,498,7,1925,1950,1026,1133,1820,2,8,1,240,184000
498,499,5,1967,2004,864,899,899,1,5,1,288,130000
499,500,5,1958,1985,912,912,912,1,5,1,297,120000
500,501,6,1973,1973,672,672,1218,1,7,1,264,113000
501,502,7,2005,2005,866,866,1768,2,7,2,603,226700
502,503,5,1965,1965,1214,1214,1214,1,6,2,461,140000
503,504,7,1959,1997,1501,1680,1801,2,6,2,484,289000
504,505,6,1974,1974,855,855,1322,2,6,2,440,147000
505,506,5,1952,1952,960,960,1960,2,9,2,400,124500
506,507,8,1993,1994,777,1065,1911,2,8,2,471,215000
507,508,6,2009,2009,1218,1218,1218,2,4,2,676,208300
508,509,7,1928,2005,689,689,1378,2,7,2,360,161000
509,510,5,1959,1959,1041,1041,1041,1,6,1,270,124500
510,511,5,1951,2000,1008,1363,1363,1,6,1,288,164900
511,512,7,2005,2006,1368,1368,1368,2,6,2,474,202665
512,513,5,1958,1958,864,864,864,1,5,2,624,129900
513,514,6,1983,1983,1084,1080,1080,1,5,2,484,134000
514,515,5,1926,1950,768,789,789,1,5,1,200,96500
515,516,10,2009,2009,1602,1680,2020,2,9,3,757,402861
516,517,6,1972,1972,689,1378,2119,2,7,2,583,158000
517,518,7,1996,1997,1264,1277,2158,2,7,3,757,265000
518,519,6,1998,1998,794,882,1796,2,7,2,546,211000
519,520,7,1926,2004,1276,1276,2080,1,9,1,282,234000
520,521,5,1925,2000,637,694,1294,2,7,0,0,106250
521,522,6,1957,1957,1244,1244,1244,1,6,1,336,150000
522,523,6,1947,1950,1004,1004,1664,2,7,2,420,159000
523,524,10,2007,2008,1602,1680,2158,3,9,3,757,184750
524,525,7,1996,1997,1379,1383,2158,2,8,3,757,315750
525,526,7,2005,2005,1257,1266,1266,2,6,2,453,176000
526,527,5,1956,2000,928,928,928,1,4,1,252,132000
527,528,9,2008,2008,1452,1476,2158,2,9,3,757,446261
528,529,5,1925,2002,637,605,605,1,5,0,0,86000
529,530,6,1957,1975,1602,1680,2158,3,9,2,484,200624
530,531,6,1988,1989,1461,1509,1509,2,5,2,600,175000
531,532,6,1925,1999,637,751,1362,2,6,2,502,128000
532,533,5,1955,2007,637,827,827,1,5,1,392,107500
533,534,5,1946,1950,637,334,334,1,2,0,0,39300
534,535,8,2004,2004,707,707,1414,2,6,2,403,178000
535,536,5,1925,1991,1117,820,1347,1,5,0,0,107500
536,537,7,1998,1999,880,880,1724,2,8,2,527,188000
537,538,5,1972,1972,864,864,864,1,5,2,576,111250
538,539,5,1968,1968,1051,1159,1159,1,7,1,336,158000
539,540,8,2001,2002,1581,1601,1601,2,6,2,670,272000
540,541,9,2006,2006,1602,1680,1838,2,8,3,757,315000
541,542,8,2000,2000,969,997,2158,2,8,3,648,248000
542,543,7,1998,1999,1602,1680,1680,2,7,2,583,213250
543,544,7,1998,1998,723,767,767,1,4,1,367,133000
544,545,7,2006,2006,654,664,1496,2,7,2,426,179665
545,546,7,1988,1988,1204,1377,2158,2,9,3,757,229000
546,547,6,1925,1950,1065,915,1635,1,6,2,440,210000
547,548,5,1970,1970,768,768,768,1,5,2,624,129500
548,549,5,1955,1995,825,825,825,1,4,2,720,125000
549,550,7,2003,2004,912,912,2094,2,8,2,615,263000
550,551,6,1977,1977,1069,1069,1069,2,4,2,440,140000
551,552,5,1957,1957,928,928,928,1,5,1,288,112500
552,553,8,2006,2006,1602,1680,1717,2,7,3,757,255500
553,554,5,1949,2003,637,1126,1126,2,5,2,520,108000
554,555,7,2003,2004,998,1006,2046,2,8,3,757,284000
555,556,5,1925,1950,993,1048,1048,1,5,1,280,113000
556,557,5,1957,1957,1092,1092,1092,1,6,1,299,141000
557,558,5,1925,1950,637,897,1336,1,7,1,570,108000
558,559,7,1996,1997,729,729,1446,2,6,2,406,175000
559,560,7,2003,2004,1374,1557,1557,2,7,2,420,234000
560,561,5,1957,1996,1392,1392,1392,1,5,2,528,121500
561,562,5,1974,1975,1389,1389,1389,1,6,2,418,170000
562,563,5,1940,1969,996,996,996,1,6,0,0,108000
563,564,6,1925,1950,1163,1163,1674,2,8,2,396,185000
564,565,7,1992,2000,1095,1166,2158,2,9,2,590,268000
565,566,6,1925,1950,806,841,1647,1,6,1,216,128000
566,567,9,2005,2007,1122,1134,2158,2,9,3,656,325000
567,568,7,2004,2004,1517,1535,1535,2,7,2,532,214000
568,569,8,1983,2009,1496,1496,2132,1,5,2,612,316600
569,570,5,1979,1979,943,943,943,1,4,2,600,135960
570,571,5,1965,1965,1602,1680,1728,2,9,2,576,142600
571,572,6,1959,1959,864,864,864,1,4,1,288,120000
572,573,7,2009,2009,846,846,1692,2,6,2,650,224500
573,574,7,2000,2000,637,774,1430,2,8,2,400,170000
574,575,5,1971,2005,637,576,1109,1,5,1,288,139000
575,576,5,1947,1950,832,832,1216,1,6,1,336,118500
576,577,7,1928,1950,861,877,1477,2,6,1,216,145000
577,578,5,1966,1966,1164,1320,1320,1,6,2,564,164500
578,579,7,2007,2007,689,703,1392,2,5,2,540,146000
579,580,5,1954,1954,1050,1050,1795,2,7,1,352,131500
580,581,6,1960,1987,1144,1429,1429,1,7,2,572,181900
581,582,8,2008,2009,1602,1680,2042,2,8,3,757,253293
582,583,6,1990,1990,816,816,816,1,5,0,0,118500
583,584,10,1925,2000,1237,1521,2158,3,9,2,757,325000
584,585,5,1935,1995,884,989,1573,1,6,1,240,133000
585,586,8,2005,2006,1602,1680,2028,2,7,3,757,369900
586,587,6,1925,2000,816,838,838,1,5,1,275,130000
587,588,5,1982,1982,840,860,860,1,4,2,528,137000
588,589,5,1968,2003,1437,1473,1473,1,5,1,452,143000
589,590,5,1930,1960,742,779,935,1,4,1,308,79500
590,591,7,2004,2004,770,770,1582,2,6,2,520,185900
591,592,10,2008,2008,1602,1680,2158,2,9,3,757,451950
592,593,5,1982,2003,816,816,816,1,4,2,757,138000
593,594,6,2003,2003,848,848,848,1,4,2,420,140000
594,595,5,1975,1975,924,924,924,1,5,1,280,110000
595,596,8,2005,2006,1602,1680,1826,2,7,3,757,319000
596,597,6,1925,1993,684,684,1368,1,7,1,216,114504
597,598,7,2006,2007,1258,1402,1402,0,7,3,648,194201
598,599,5,1977,1977,1430,1647,1647,2,7,2,621,217500
599,600,6,1980,1980,716,716,1556,2,6,2,452,151000
600,601,8,2005,2005,1058,1058,1904,2,8,2,736,275000
601,602,6,1937,1950,780,780,1375,1,6,1,544,141000
602,603,8,1992,1992,908,927,1915,2,8,2,506,220000
603,604,7,2004,2005,637,600,1200,2,4,2,480,151000
604,605,7,2002,2002,1494,1494,1494,2,6,2,530,221000
605,606,7,1965,1990,768,1186,1986,2,7,2,486,205000
606,607,5,1996,1996,1040,1040,1040,1,6,2,576,152000
607,608,5,1948,2002,896,1112,2008,3,8,1,230,225000
608,609,8,1934,1998,965,1680,2158,2,9,2,380,359100
609,610,5,1961,1961,1029,1029,1029,1,5,1,261,118500
610,611,9,2000,2000,1440,1476,2153,2,8,3,736,313000
611,612,6,1978,1978,1032,1032,1032,2,6,2,564,148000
612,613,8,2001,2001,1299,1299,1872,2,7,2,531,261500
613,614,5,2007,2007,1120,1120,1120,1,6,0,0,147000
614,615,5,1972,1972,637,630,630,1,3,0,0,75500
615,616,6,1963,1963,936,1054,1054,1,6,2,480,137500
616,617,6,2002,2003,783,807,1509,2,7,2,393,183200
617,618,6,1954,1954,832,832,832,1,4,2,528,105500
618,619,9,2007,2007,1602,1680,1828,2,9,3,757,314813
619,620,8,2003,2003,1482,1482,2158,2,9,3,749,305000
620,621,5,1925,1950,864,864,864,1,5,0,0,67000
621,622,6,1974,1997,1522,1548,2158,2,9,2,624,240000
622,623,5,1977,1977,980,980,980,1,6,2,484,135000
623,624,6,2000,2000,756,756,1512,2,4,2,440,168500
624,625,6,1972,1972,732,1012,1790,1,8,2,484,165150
625,626,6,1962,1962,1116,1116,1116,1,5,2,440,160000
626,627,5,1960,1978,978,1422,1422,1,6,1,286,139900
627,628,6,1955,1972,1156,1520,1520,1,7,1,364,153000
628,629,5,1969,1969,1040,1040,2080,1,9,2,504,135000
629,630,6,1964,1964,1248,1350,1350,1,6,2,520,168500
630,631,5,1925,1991,637,1089,1750,1,8,1,240,124000
631,632,8,2006,2006,1554,1554,1554,2,6,2,627,209500
632,633,7,1977,1977,1386,1411,1411,2,6,2,544,82500
633,634,5,1954,2005,1056,1056,1056,1,6,1,260,139400
634,635,6,1980,1980,1056,1056,1056,0,4,2,576,144000
635,636,6,1925,1995,1440,1440,2158,2,9,0,0,200000
636,637,5,1936,1950,637,800,800,1,4,0,0,60000
637,638,5,1954,1954,811,811,1387,2,7,1,256,93000
638,639,5,1925,1950,796,796,796,1,4,0,0,85000
639,640,8,2006,2006,1520,1567,1567,2,7,3,648,264561
640,641,8,2003,2004,1518,1518,1518,1,6,2,588,274000
641,642,7,2001,2001,1057,1057,1929,2,7,2,650,226000
642,643,8,1972,1995,1602,1680,2158,2,9,2,538,345000
643,644,5,1969,1969,780,780,1620,2,7,2,462,152000
644,645,9,2009,2009,1602,1680,1766,2,7,3,478,370878
645,646,6,1971,1971,981,981,981,1,5,2,576,143250
646,647,5,1950,1950,637,1048,1048,1,7,2,420,98300
647,648,6,1953,1953,1094,1094,1094,1,5,2,495,155000
648,649,6,1966,1966,756,1051,1839,1,7,2,442,155000
649,650,5,1970,1970,637,630,630,1,3,0,0,84500
650,651,7,2007,2007,813,822,1665,2,7,2,562,205950
651,652,5,1940,1950,755,755,1510,1,7,1,296,108000
652,653,7,1996,1996,880,909,1716,2,7,2,512,191000
653,654,6,1925,1995,756,756,1469,1,7,1,216,135000
654,655,8,1995,1995,1602,1680,2113,2,7,3,757,350000
655,656,6,1971,1971,637,525,1092,1,6,1,264,88000
656,657,5,1959,2006,1053,1053,1053,1,5,1,312,145500
657,658,7,1931,2000,776,851,1502,1,6,1,270,149000
658,659,6,1948,1950,912,912,1458,1,6,1,330,97500
659,660,5,1964,1999,1486,1486,1486,1,7,2,480,167000
660,661,7,1976,1976,793,1142,1935,2,7,2,550,197900
661,662,8,1994,2005,1602,1680,2158,2,8,3,711,402000
662,663,6,1968,1968,1392,1392,1392,1,5,2,576,110000
663,664,5,1972,1972,1138,1181,1181,2,6,2,588,137500
664,665,8,2005,2006,1602,1680,2097,1,8,3,757,423000
665,666,8,2000,2000,1406,1454,1936,2,7,2,504,230500
666,667,6,1965,1979,1021,1465,2158,2,7,2,596,129000
667,668,6,1994,1998,1408,1679,1679,2,7,2,575,193500
668,669,5,1956,1987,1188,1437,1437,1,6,2,576,168000
669,670,5,1925,1950,700,1180,1180,1,5,1,252,137500
670,671,6,2005,2005,738,738,1476,2,7,2,540,173500
671,672,6,1925,1950,672,697,1369,2,6,1,300,103600
672,673,6,1977,1977,1208,1208,1208,1,6,2,546,165000
673,674,6,1957,2004,1477,1680,1839,2,7,2,416,257500
674,675,6,1965,1965,1136,1136,1136,1,5,1,384,140000
675,676,6,1978,1978,855,855,1441,2,7,2,440,148500
676,677,5,1925,1950,1095,1095,1774,2,8,3,757,87000
677,678,5,1925,2006,768,792,792,1,5,1,240,109500
678,679,8,2008,2008,1602,1680,2046,2,7,3,757,372500
679,680,5,1961,1961,988,988,988,1,5,2,572,128500
680,681,6,1980,1980,923,923,923,2,5,1,264,143000
681,682,5,1932,2000,793,848,1520,1,6,1,281,159434
682,683,6,1996,1997,1291,1291,1291,1,6,2,431,173000
683,684,9,2002,2002,1602,1668,1668,2,7,3,702,285000
684,685,7,1998,1998,1195,1195,1839,2,7,2,486,221000
685,686,7,1984,1984,1190,1190,2090,2,6,2,577,207500
686,687,7,2007,2007,874,874,1761,3,7,2,578,227875
687,688,7,2004,2004,637,551,1102,2,4,2,480,148800
688,689,8,2007,2007,1419,1419,1419,2,7,2,567,392000
689,690,6,2005,2006,1362,1362,1362,2,6,2,460,194700
690,691,6,2004,2004,848,848,848,1,3,2,420,141000
691,692,10,1994,1995,1602,1680,2158,3,9,3,757,755000
692,693,7,1989,1990,1210,1238,2158,2,9,2,628,335000
693,694,5,1925,1968,1073,1073,1073,1,4,1,326,108480
694,695,5,1936,1950,927,1067,1539,1,5,2,576,141500
695,696,6,1987,1987,1112,1137,1137,2,5,2,551,176000
696,697,5,1925,1950,637,616,616,1,4,1,205,89000
697,698,5,1952,1952,980,1148,1148,1,6,1,308,123500
698,699,5,1965,2009,894,894,894,1,5,1,336,138500
699,700,7,2004,2004,1391,1391,1391,2,5,2,530,196000
700,701,8,2002,2002,1602,1680,1800,2,7,3,757,312500
701,702,7,1969,1969,1164,1164,1164,1,6,2,528,140000
702,703,8,2006,2006,1234,1264,2158,2,9,3,666,361919
703,704,5,1925,1996,637,1032,1812,2,8,2,672,140000
704,705,7,2004,2005,1473,1484,1484,2,7,2,606,213000
705,706,5,1930,1950,637,372,1092,2,7,0,0,55000
706,707,7,1971,2002,1602,1680,1824,2,5,2,739,302000
707,708,8,2006,2006,1324,1324,1324,2,6,2,550,254000
708,709,7,2007,2007,728,728,1456,2,8,2,400,179540
709,710,5,1966,1966,876,904,904,1,6,1,408,109900
710,711,5,1935,2003,637,729,729,1,5,0,0,52000
711,712,5,1925,1950,859,859,1178,1,7,1,384,102776
712,713,8,1988,1989,1228,1228,1228,2,5,2,472,189000
713,714,5,1970,1970,960,960,960,1,6,2,576,129000
714,715,6,1976,2005,725,725,1479,2,6,2,475,130500
715,716,6,1974,1974,1064,1350,1350,2,7,2,478,165000
716,717,7,1925,1998,718,1576,2158,1,8,2,704,159500
717,718,5,1973,2000,1176,1178,1178,1,5,2,439,157000
718,719,7,1993,1994,1311,1325,2158,2,9,3,757,341000
719,720,5,1969,1969,971,971,971,1,5,1,300,128500
720,721,8,1985,1985,1602,1680,1742,2,5,2,564,275000
721,722,6,2004,2004,848,848,848,1,3,2,420,143000
722,723,5,1970,1970,864,864,864,1,5,2,463,124500
723,724,5,1954,1972,941,997,1470,2,7,1,548,135000
724,725,9,2007,2008,1602,1680,1698,2,8,3,757,320000
725,726,5,1970,1970,864,864,864,1,5,2,660,120500
726,727,6,1988,2007,880,1680,1680,2,5,2,540,222000
727,728,7,2007,2007,1232,1232,1232,2,6,2,632,194500
728,729,5,1958,1958,1584,1680,1776,2,9,3,757,110000
729,730,5,1925,1950,780,848,1208,1,5,2,539,103000
730,731,8,1995,1996,1595,1616,1616,2,5,2,608,236500
731,732,7,2003,2003,868,1146,1146,2,6,2,438,187500
732,733,7,1998,1999,1153,1153,2031,2,8,2,541,222500
733,734,5,1961,1983,864,1144,1144,1,6,1,264,131400
734,735,5,1968,1968,948,948,948,1,6,1,300,108000
735,736,7,1925,1970,880,880,1768,1,6,2,320,163000
736,737,5,1950,1950,637,1040,1040,2,6,2,400,93500
737,738,8,2005,2005,893,901,1801,2,8,3,757,239900
738,739,5,1987,1988,1200,1200,1200,3,5,0,0,179000
739,740,7,2004,2004,864,864,1728,2,7,2,572,190000
740,741,5,1925,2002,637,768,1432,2,7,2,360,132000
741,742,6,1961,1996,912,912,912,1,5,1,288,142000
742,743,7,2000,2001,1349,1349,1349,2,6,2,539,179000
743,744,5,1963,1999,637,1464,1464,2,6,2,480,175000
744,745,8,1993,1993,1337,1337,1337,2,5,2,462,180000
745,746,8,1976,1996,1142,1175,2158,3,9,2,757,299800
746,747,7,2000,2000,952,980,2158,2,8,2,554,236000
747,748,7,1925,2003,1240,1320,2158,1,8,3,757,265979
748,749,7,1996,1996,1602,1680,1720,2,7,2,527,260400
749,750,5,1945,1950,637,1088,1529,2,9,1,240,98000
750,751,5,1925,2004,637,792,1140,1,7,0,0,96500
751,752,7,2003,2003,660,660,1320,2,6,2,400,162000
752,753,6,1997,1997,1479,1494,1494,2,6,2,576,217000
753,754,8,2005,2005,1030,1038,2098,2,8,3,757,275500
754,755,6,1969,2005,1026,1026,1026,1,5,2,440,156000
755,756,6,1999,1999,729,742,1471,2,6,2,440,172500
756,757,8,2007,2007,866,866,1768,2,7,2,578,212000
757,758,6,1978,1978,672,672,1386,2,6,2,440,158900
758,759,7,1999,1999,744,757,1501,2,6,2,440,179400
759,760,8,1995,1995,1318,1328,2158,2,9,3,752,290000
760,761,6,1959,1959,864,864,864,1,5,1,300,127500
761,762,5,1925,1950,1145,1301,1301,1,5,2,440,100000
762,763,7,2009,2009,756,764,1547,2,7,2,614,215200
763,764,8,1999,1999,1252,1268,2158,2,8,3,757,337000
764,765,8,1995,1996,1494,1494,1494,1,6,2,481,270000
765,766,9,2008,2008,1498,1506,1506,2,6,2,592,264132
766,767,7,1988,1988,980,980,1714,2,7,2,496,196500
767,768,6,1940,1985,983,983,1750,2,7,1,423,160000
768,769,7,2004,2005,1602,1680,1836,2,8,2,484,216837
769,770,8,2003,2003,1602,1680,2158,3,9,3,757,538000
770,771,5,1982,1982,858,858,858,1,5,2,576,134900
771,772,5,1951,1951,836,1220,1220,1,6,2,396,102000
772,773,6,1976,1976,1029,1117,1117,1,6,2,672,107000
773,774,5,1958,1958,912,912,912,1,5,1,275,114500
774,775,8,2006,2006,1602,1680,1973,2,9,3,757,395000
775,776,6,1998,1998,1204,1204,1204,2,5,2,412,162000
776,777,7,2005,2006,1602,1614,1614,2,7,3,757,221500
777,778,5,1974,1974,864,894,894,1,5,2,440,142500
778,779,5,1977,1977,637,1680,2020,2,9,2,630,144000
779,780,6,1977,1977,975,1004,1004,1,4,2,504,135000
780,781,7,1995,1996,1237,1253,1253,2,6,2,402,176000
781,782,6,1992,1992,761,810,1603,2,7,2,484,175900
782,783,7,2001,2002,1413,1430,1430,2,6,2,605,187100
783,784,5,1978,1978,1097,1110,1110,1,4,2,602,165500
784,785,6,1925,2001,742,742,1484,2,9,0,0,128000
785,786,6,1967,1967,1372,1342,1342,2,7,2,457,161500
786,787,5,1925,1950,686,966,1652,2,7,1,416,139000
787,788,7,2004,2004,956,956,2084,2,8,2,618,233000
788,789,5,1954,2000,901,901,901,1,4,1,281,107900
789,790,6,1966,2007,832,976,2087,2,9,2,444,187500
790,791,7,2005,2006,1145,1145,1145,2,5,2,397,160200
791,792,6,1976,1976,1029,1062,1062,1,5,2,539,146800
792,793,7,1996,1997,1117,1127,2013,2,8,2,455,269790
793,794,8,2007,2007,1496,1496,1496,2,7,2,474,225000
794,795,7,1994,1996,712,1086,1895,2,7,2,409,194500
795,796,6,1980,1981,650,888,1564,2,7,2,476,171000
796,797,6,1977,1977,660,1285,1285,1,7,2,528,143500
797,798,5,1953,1953,773,773,773,1,4,1,240,110000
798,799,9,2008,2009,1602,1680,2158,3,9,3,757,485000
799,800,5,1937,1950,731,981,1768,1,7,1,240,175000
800,801,6,1997,1997,637,616,1688,2,8,2,603,200000
801,802,5,1925,1990,1196,1196,1196,1,5,2,440,109900
802,803,7,2005,2005,728,728,1456,2,7,2,410,189000
803,804,9,2008,2009,1602,1680,2158,3,9,3,757,582933
804,805,5,1954,1954,936,1128,1128,1,5,1,286,118000
805,806,7,2008,2008,1417,1428,1428,2,6,2,554,227680
806,807,5,1967,1967,980,980,980,2,6,1,384,135500
807,808,5,1925,2004,1324,1072,1576,1,6,2,528,223500
808,809,5,1966,1966,1024,1086,1086,1,6,2,484,159950
809,810,5,1925,1965,849,1075,2138,2,9,2,360,106000
810,811,6,1974,1999,1040,1309,1309,1,5,2,484,181000
811,812,6,2004,2004,848,848,848,1,4,2,420,144500
812,813,5,1952,1952,637,1044,1044,1,4,2,504,55993
813,814,6,1958,1958,1442,1442,1442,1,7,1,301,157900
814,815,5,1925,1950,686,686,1250,1,7,1,280,116000
815,816,7,1998,1998,1602,1661,1661,2,6,2,598,224900
816,817,5,1954,1954,1008,1008,1008,1,4,1,275,137000
817,818,8,2002,2002,1568,1680,1689,2,7,3,757,271000
818,819,6,1971,1971,1010,1052,1052,1,6,2,440,155000
819,820,7,2009,2010,1358,1358,1358,2,6,2,484,224000
820,821,7,2003,2003,798,798,1640,2,6,2,595,183000
821,822,5,1953,1953,936,936,936,1,4,2,576,93000
822,823,7,2003,2003,847,847,1733,2,7,2,433,225000
823,824,6,1940,1950,778,944,1489,2,7,1,240,139500
824,825,8,2006,2006,1489,1489,1489,2,7,2,757,232600
825,826,10,2007,2008,1602,1680,2084,2,7,3,757,385000
826,827,5,1925,1950,784,784,784,1,5,0,0,109500
827,828,7,2001,2001,1454,1434,1434,2,6,2,527,189000
828,829,5,1967,1967,1013,1160,2126,2,7,2,538,185000
829,830,7,2005,2005,637,520,1223,2,4,2,480,147400
830,831,6,1957,1957,1392,1392,1392,1,6,2,458,166000
831,832,7,2005,2005,637,520,1200,2,4,2,480,151000
832,833,7,2003,2003,941,941,1829,2,7,2,613,237000
833,834,6,1964,1964,1516,1516,1516,1,6,2,472,167000
834,835,5,1961,1961,1144,1144,1144,1,6,2,456,139950
835,836,5,1950,1995,1067,1067,1067,2,4,2,436,128000
836,837,5,1948,1973,1559,1559,1559,1,5,2,757,153500
837,838,6,1973,1973,637,483,987,1,5,1,264,100000
838,839,5,1995,2006,1099,1099,1099,1,6,1,352,144000
839,840,5,1946,1995,768,768,1200,1,6,1,240,130500
840,841,6,1925,1950,672,810,1482,2,7,1,400,140000
841,842,5,1925,2002,650,958,1539,2,8,2,686,157500
842,843,6,1966,1966,1127,1165,1165,1,6,2,490,174900
843,844,5,1961,1961,1602,1680,1800,2,9,0,0,141000
844,845,5,1925,1950,876,876,1416,1,7,3,720,153900
845,846,5,1975,1981,1390,1680,1701,2,6,2,611,171000
846,847,7,1993,1993,740,1006,1775,2,7,2,425,213000
847,848,5,1972,1972,864,864,864,1,5,1,338,133500
848,849,6,1925,1997,907,1307,2158,3,9,2,360,240000
849,850,6,1976,1994,637,1094,1855,2,7,2,512,187000
850,851,6,2003,2003,848,848,848,1,3,2,420,131500
851,852,8,2003,2003,1273,1456,1456,2,7,2,400,215000
852,853,7,1941,1950,918,918,1646,2,7,1,240,164000
853,854,6,1964,1964,1127,1445,1445,1,7,2,645,158000
854,855,5,1955,1974,1602,1680,1779,1,6,2,454,170000
855,856,5,1962,2010,1040,1040,1040,1,6,1,260,127000
856,857,6,1978,1978,940,1026,1026,1,5,2,576,147000
857,858,6,1994,1995,702,702,1481,2,6,2,343,174000
858,859,7,1976,1976,1090,1370,1370,2,6,2,479,152000
859,860,6,1968,1984,1054,1512,2158,2,9,2,619,250000
860,861,7,1925,1998,912,912,1426,1,7,1,216,189950
861,862,5,1965,1965,1039,1039,1039,1,6,2,504,131500
862,863,6,1984,1985,1040,1097,1097,2,6,2,480,152000
863,864,5,1959,1959,1148,1148,1148,1,6,1,672,132500
864,865,7,2007,2008,1372,1372,1372,2,6,2,529,250580
865,866,5,1970,1970,1002,1002,1002,1,5,2,757,148500
866,867,8,2006,2007,1602,1646,1646,2,6,3,757,248900
867,868,5,1961,1961,1040,1120,1120,1,5,2,544,129000
868,869,5,1948,1950,637,1547,2158,2,7,2,672,169000
869,870,7,1993,1994,1050,1062,1949,2,8,2,574,236000
870,871,5,1962,1962,894,894,894,1,5,1,308,109500
871,872,6,1998,1998,804,804,1682,2,7,2,523,200500
872,873,5,1953,1996,637,910,910,1,5,2,414,116000
873,874,5,1949,1950,832,1036,1268,1,6,1,288,133000
874,875,5,1941,1950,676,676,1131,1,5,1,200,66500
875,876,8,2007,2007,1184,1184,2158,2,9,2,550,303477
876,877,5,1963,1963,1064,1040,1040,1,5,2,648,132250
877,878,9,2004,2005,1462,1462,2158,2,9,3,738,350000
878,879,5,1961,1995,1109,1155,1155,1,6,2,576,148000
879,880,5,1978,2005,864,864,864,1,6,1,336,136500
880,881,5,2005,2006,1090,1090,1090,1,5,2,450,157000
881,882,7,1990,1991,1156,1187,1717,2,7,2,400,187500
882,883,6,1992,1993,808,808,1593,2,7,2,389,178000
883,884,5,1925,1950,795,954,2158,1,9,1,440,118500
884,885,5,1967,1967,892,892,892,1,5,1,288,100000
885,886,9,1999,2000,1602,1680,1709,2,5,2,506,328900
886,887,5,1959,2005,1602,1680,1712,2,8,2,588,145000
887,888,5,1955,1955,816,872,1393,1,8,1,300,135500
888,889,8,1970,1970,1602,1680,2158,2,8,2,621,268000
889,890,6,1953,1953,1505,1505,1505,1,6,2,505,149500
890,891,5,1949,2006,672,672,924,1,6,2,576,122900
891,892,6,1978,1978,918,918,1683,2,7,2,440,172500
892,893,6,1963,2003,1059,1068,1068,1,6,1,264,154500
893,894,5,1954,1954,1383,1383,1383,1,6,1,354,165000
894,895,5,1979,1979,637,1535,1535,2,8,2,400,118858
895,896,6,1963,1963,780,983,1796,1,8,2,483,140000
